time,close,CVD (Apertura),CVD (Máximo,CVD (Mínimo),CVD (Cerrar),OnBalanceVolume,MFI,Signal,Histogram,MFI/Signal Crossover,MFI/Signal Crossunder,Plot,Plot,EMA of vfi,vfi
1772827920,673.92,-599637,-594621,-599637,-595817,-2131051,34.39853299946199,20.924761164719722,,,,0,,0.2796497365926367,3.155771707434279
1772827930,673.87,-595817,-591936,-595817,-592367,-2137979,32.24737981326321,23.18928489442842,,,,0,,0.8543452099600346,2.0037361566948304
1772827940,673.87,-592367,-589378,-592527,-589378,-2137979,30.273595702006446,24.606147055944025,,,,0,,0.7905788803222265,0.6630462210466103
1772827950,673.74,-589378,-588914,-590552,-590552,-2140535,29.919857167715605,25.668889078298342,,,,0,,0.4357619688743558,-0.27387185402138564
1772827960,673.69,-590552,-588861,-590996,-590662,-2147733,28.376426343358943,26.21039653131046,,,,0,,-0.264379375766444,-1.6646620650480435
1772827970,673.57,-590662,-588336,-591141,-589107,-2152468,31.0669988256183,27.181716990172028,,,,0,,-1.658549861586585,-4.446890833226867
1772827980,673.52,-589107,-588851,-591480,-589335,-2157962,33.37668042494997,28.420709677127615,,,,0,,-3.1895192857011825,-6.251458133930378
1772827990,673.63,-589335,-589036,-589412,-589376,-2156501,39.945571489259514,30.725682039553995,,,,0,,-4.0561550682219965,-5.789426633263624
1772828000,673.59,-589376,-587912,-589827,-587912,-2159507,40.64632128493031,32.70980988862926,,,,0,,-4.5900479293561025,-5.657833651624314
1772828010,673.77,-587912,-585253,-587912,-585253,-2154520,46.92503039484384,35.552853989872176,,,,0,,-4.258208012087972,-3.594528177551711
1772828020,673.73,-585253,-583627,-585711,-584699,-2159414,55.170223851354045,39.47632796216855,,,,0,,-3.499985245700204,-1.9835397129246675
1772828030,673.86,-584699,-577832,-584699,-577832,-2152547,55.8362436767408,42.748311105083,,,,0,,-1.8797286019450625,1.3607846855652201
1772828040,673.98,-577832,-572828,-577832,-573758,-2142397,56.30275154502003,45.459199193070404,,,,0,,-0.11978308216203604,3.4001079574040167
1772828050,673.98,-573758,-571455,-577260,-577252,-2142397,56.462229512978574,47.659805257052035,,,,0,,1.6598178495105123,5.219019712855609
1772828060,673.83,-577252,-577252,-581239,-578958,-2149901,46.644793349252815,47.456802875492194,,,46.644793349252815,0,,2.0111500620061897,2.713814486997545
1772828070,673.91,-578958,-577664,-578968,-578648,-2146983,53.03946357974138,48.57333501634203,,53.03946357974138,,0,,2.0025388905567185,1.9853165476577765
1772828080,673.92,-578648,-578260,-579458,-578895,-2144058,54.312809638206254,49.72122994071487,,,,0,,1.8712769188570222,1.6087529754576297
1772828090,673.95,-578895,-578485,-579641,-579481,-2141964,57.5397176568965,51.28492748395119,,,,0,,2.228956870105132,2.9443167726013515
1772828100,673.83,-579481,-579481,-587236,-587236,-2151465,55.77077047216962,52.18209608159488,,,,0,,1.6357849405331388,0.44944108138915223
1772828110,673.72,-587236,-587236,-589640,-588718,-2154791,56.83798029447038,53.113272924169976,,,,0,,1.370573883385862,0.8401517690913082
1772828120,673.7,-588718,-586162,-589020,-587680,-2159509,63.92309808944447,55.275237957224874,,,,0,,1.194625305325381,0.8427281492044192
1772828130,673.66,-587680,-587640,-589820,-588942,-2164145,59.32932339008491,56.08605504379688,,,,0,,0.6714239030179127,-0.3749789015970242
1772828140,673.57,-588942,-588390,-590247,-589886,-2168751,58.10594697725044,56.49003343048759,,,,0,,-0.0743573942662914,-1.5659199888346995
1772828150,673.73,-589886,-588534,-590368,-589943,-2163174,58.422028976505175,56.87643253969111,,,,0,,-0.15806050095587787,-0.3254667143350508
1772828160,673.8,-589943,-586921,-589943,-587836,-2158965,58.05463355017654,57.1120727417882,,,,0,,0.1479982836301067,0.7601158528020759
1772828170,674.03,-587836,-582919,-587836,-583279,-2150300,59.00686391943718,57.49103097731799,,,,0,,1.0916199639023088,2.978863324446713
1772828180,674.29,-583279,-577128,-583279,-577128,-2142459,57.77825666443691,57.548476114741774,,,,0,,1.8944684668241503,3.5001654726678337
1772828190,674.16,-577128,-576599,-579179,-579179,-2149544,57.02270275013477,57.44332144182037,,,57.02270275013477,0,,1.9158474834427461,1.9586055166799377
1772828200,674.27,-579179,-579003,-580157,-579717,-2147280,64.48671373522969,58.851999900502236,,64.48671373522969,,0,,1.4097819490024905,0.39765088012197924
1772828210,674.09,-579717,-579717,-582079,-582009,-2150498,60.08268412553766,59.09813674550932,,,,0,,0.5266581023495837,-1.2395895909562304
1772828220,674.25,-582009,-580741,-582009,-580758,-2148493,63.75027867065181,60.02856513053782,,,,0,,0.21165518563970753,-0.4183506477800449
1772828230,674.32,-580758,-578658,-580758,-579316,-2145483,64.22105719989673,60.8670635444096,,,,0,,0.39279059008694395,0.7550613989814168
1772828240,674.4,-579316,-579061,-580201,-579352,-2143239,75.11027244925481,63.71570532537864,,,,0,,0.8616681627715375,1.7994233081407247
1772828250,674.14,-579352,-578288,-579601,-579583,-2147218,74.3414263560002,65.84084953150295,,,,0,,1.0073079984706348,1.2985876698688292
1772828260,674.24,-579583,-577098,-579765,-577098,-2143119,67.62920409241278,66.19852044368491,,,,0,,0.5518151903130449,-0.359170426002135
1772828270,674.15,-577098,-577098,-583467,-583085,-2151690,63.67531997089092,65.69388034912612,,,63.67531997089092,0,,-0.40425365353250775,-2.3163913412236132
1772828280,674.19,-583085,-581354,-583085,-582183,-2148478,69.88560866178373,66.53222601165764,,69.88560866178373,,0,,-0.913075770034459,-1.930720003038362
1772828290,674.04,-582183,-582103,-583421,-582664,-2150759,64.66530133752282,66.15884107683068,,,64.66530133752282,0,,-1.1181805569027927,-1.5283901306394598
1772828300,673.98,-582664,-582664,-583391,-583285,-2151592,61.25090609612814,65.17725408069018,,,,0,,-1.176793009256381,-1.2940179139635573
1772828310,674.08,-583285,-583285,-584372,-584170,-2149937,56.05880371136683,63.35356400682551,,,,0,,-1.3207410700104716,-1.6086371915186526
1772828320,674.021,-584170,-584082,-584767,-584311,-2151792,50.37855168449213,60.758561542358834,,,,0,,-1.4163056841483617,-1.6074349124241416
1772828330,674.03,-584311,-584311,-585187,-585187,-2150210,39.81035565370859,56.56892036462879,,,,0,,-1.3785342659175184,-1.3029914294558316
1772828340,674.11,-585187,-583893,-585187,-584509,-2148262,39.34015845916004,53.12316798353504,,,,0,,-0.9994316023465938,-0.24122627520474438
1772828350,674.26,-584509,-584098,-584644,-584098,-2147369,44.07621833497997,51.313778053824024,,,,0,,-0.7498957027924645,-0.250823903684206
1772828360,674.14,-584098,-584098,-584429,-584274,-2148285,39.963209253169246,49.04366429369307,,,,0,,-0.6095493434166935,-0.3288566246651514
1772828370,674.09,-584274,-584087,-584347,-584087,-2148618,34.322134127959245,46.0993582605463,,,,0,,-0.4161701131802402,-0.029411652707333463
1772828380,673.94,-584087,-583847,-585244,-585244,-2150535,28.06496157827621,42.49247892409228,,,,0,,-0.5388342909107561,-0.7841626463717878
1772828390,673.91,-585244,-584932,-585553,-585553,-2151640,30.65108269681737,40.1241996786373,,,,0,,-1.23248727879822,-2.6197932545731475
1772828400,673.68,-585553,-583808,-585553,-585388,-2155453,30.93715286238441,38.28679031538672,,,,0,,-2.2034369591452543,-4.145336319839323
1772828410,673.75,-585388,-581094,-585388,-582286,-2149967,34.371483712098666,37.50372899472911,,,,0,,-2.8462475932788025,-4.131868861545899
1772828420,673.81,-582286,-581808,-582609,-581808,-2148251,30.638509877103246,36.130685171203936,,,,0,,-2.5953954559179757,-2.0936911811963226
1772828430,673.85,-581808,-580355,-582113,-582113,-2144858,41.76011347715817,37.256570832394786,,41.76011347715817,,0,,-2.1520977271666313,-1.2655022696639426
1772828440,673.75,-582113,-581773,-582398,-582398,-2146347,40.78586645765643,37.962429957447114,,,,0,,-1.9922719002829878,-1.6726202465157007
1772828450,673.75,-582398,-582187,-583042,-582720,-2146347,35.23082648547589,37.41610926305287,,,35.23082648547589,0,,-1.9710263043929006,-1.928535112612726
1772828460,673.65,-582720,-582500,-583161,-582649,-2147982,28.793413306795898,35.69157007180147,,,,0,,-2.7134986862390402,-4.19844344993132
1772828470,673.39,-582649,-582576,-583682,-583351,-2149796,28.55496724381092,34.26424950620336,,,,0,,-3.273660220836673,-4.393983290031938
1772828480,673.12,-583351,-583351,-589809,-589809,-2158190,17.508729256768987,30.91314545631649,,,,0,,-4.23670624714405,-6.162798299758805
1772828490,673.31,-589809,-589684,-590379,-589897,-2156054,20.389583376630725,28.808433040379334,,,,0,,-4.760437701489558,-5.807900610180574
1772828500,673.35,-589897,-588856,-589897,-588856,-2154023,25.30967887949076,28.10868220820162,,,,0,,-5.565814990518207,-7.176569568575505
1772828510,673.43,-588856,-588486,-590290,-590009,-2150848,31.52657817475537,28.79226140151237,,31.52657817475537,,0,,-6.320115625347301,-7.828716895005491
1772828520,673.31,-590009,-590009,-592551,-592551,-2155224,29.680531972156345,28.969915515641166,,,,0,,-7.895637908497093,-11.046682474796677
1772828530,673.35,-592551,-592451,-594825,-594315,-2151160,36.773205795257965,30.530573571564524,,,,0,,-9.420206294744952,-12.46934306724067
1772828540,673.32,-594315,-593500,-594315,-593500,-2152935,38.523026483486944,32.12906415394901,,,,0,,-10.326425341771406,-12.138863435824314
1772828550,673.37,-593500,-591412,-593500,-591572,-2150181,48.008133256304845,35.30487797442018,,,,0,,-10.309231831066453,-10.274844809656546
1772828560,673.25,-591572,-589599,-591882,-590966,-2155989,39.687203913773764,36.181343162290894,,,,0,,-11.218041035304601,-13.035659443780899
1772828570,673.085,-590966,-590829,-604614,-604614,-2172901,24.521170947283565,33.849308719289425,,,24.521170947283565,0,,-12.832093790522833,-16.060199300959297
1772828580,673.21,-604614,-599061,-604614,-599499,-2166508,32.80494638095712,33.640436251622965,,,,0,,-13.454263538657964,-14.698603034928222
1772828590,673.24,-599499,-598740,-605220,-605220,-2157207,42.30709870477841,35.37376874225406,,42.30709870477841,,0,,-13.670905289171419,-14.104188790198327
1772828600,673.07,-605220,-604210,-607047,-606674,-2161605,40.7140971407913,36.44183442196151,,,,0,,-14.185904857816956,-15.21590399510803
1772828610,673.03,-606674,-605835,-606674,-605901,-2163122,40.880243381536935,37.329516213876595,,,,0,,-14.654014704826064,-15.59023439884428
1772828620,673.08,-605901,-605081,-605961,-605961,-2160882,47.990530218338364,39.461719014768946,,,,0,,-14.875683526136093,-15.31902116875615
1772828630,673.09,-605961,-605841,-613247,-611335,-2151444,40.38851446412094,39.64707810463934,,,,0,,-16.08148016971667,-18.493073456877827
1772828640,673.01,-611335,-610975,-612056,-612056,-2153261,37.75945961475243,39.26955440666196,,,37.75945961475243,0,,-17.487847212718133,-20.300581298721063
1772828650,673.07,-612056,-612056,-612805,-612365,-2150696,34.96712847865892,38.40906922106135,,,,0,,-18.524328734756086,-20.59729177883199
1772828660,673.04,-612365,-611697,-612595,-612335,-2152946,39.326619419433996,38.59257926073588,,39.326619419433996,,0,,-18.794438936843278,-19.33465934101766
1772828670,673.23,-612335,-610884,-614120,-613303,-2145506,42.168978045347586,39.307859017658224,,,,0,,-17.66207708074302,-15.397353368542507
1772828680,673.06,-613303,-613303,-614440,-614200,-2147883,41.81988986581138,39.810265187288856,,,,0,,-17.1216422092215,-16.040772466178456
1772828690,672.93,-614200,-614200,-617203,-617176,-2152379,37.13826134923669,39.27586441967842,,,37.13826134923669,0,,-17.293003017117574,-17.635724632909724
1772828700,672.88,-617176,-617000,-619369,-619008,-2156427,38.03973288372313,39.028638112487364,,,,0,,-17.72695423779251,-18.59485667914238
1772828710,672.81,-619008,-618177,-619277,-619228,-2158795,47.566185203903466,40.73614753077059,,47.566185203903466,,0,,-18.238239957509766,-19.260811396944277
1772828720,672.699,-619228,-618707,-620655,-620121,-2162838,38.10154071401253,40.209226167418976,,,38.10154071401253,0,,-19.13918427498215,-20.94107290992692
1772828730,672.68,-620121,-619436,-620532,-620532,-2165323,24.393126623855125,37.04600625870621,,,,0,,-20.075083898842365,-21.946883146562794
1772828740,672.53,-620532,-620532,-623477,-622886,-2169775,24.3680233855834,34.510409684081644,,,,0,,-21.07494900954884,-23.07467923096178
1772828750,672.53,-622886,-620880,-623706,-620880,-2169775,21.892967921609397,31.986921331587194,,,,0,,-22.30211309182879,-24.75644125638869
1772828760,672.27,-620880,-618076,-621174,-619756,-2179177,15.719667764979306,28.733470618265617,,,,0,,-23.83038248792632,-26.88692128012138
1772828770,672.37,-619756,-619113,-623236,-623236,-2168021,15.296396617348563,26.046055818082205,,,,0,,-25.51239903325331,-28.87643212390729
1772828780,672.19,-623236,-619777,-623786,-620982,-2173865,14.383753588182643,23.713595372102294,,,,0,,-26.897594408807883,-29.66798515991703
1772828790,672.27,-620982,-620040,-620982,-620532,-2172109,16.555957096456993,22.282067716973234,,,,0,,-27.66851502707542,-29.21035626361049
1772828800,672.35,-620532,-620361,-620978,-620534,-2170057,16.313524795365723,21.088359132651732,,,,0,,-28.026933653883816,-28.743770907500615
1772828810,672.43,-620534,-617266,-620614,-617266,-2164829,13.530439657856604,19.576775237692708,,,,0,,-27.683277514792085,-26.99596523660862
1772828820,672.38,-617266,-617266,-623551,-622530,-2172147,22.802839976384675,20.2219881854311,,22.802839976384675,,0,,-26.412585906196966,-23.87120268900673
1772828830,672.21,-622530,-621830,-626796,-626429,-2178428,22.250612897488296,20.62771312784254,,,,0,,-25.91299573810708,-24.913815401927316
1772828840,672.25,-626429,-626233,-627676,-627336,-2175981,26.15026558637102,21.732223619548236,,,,0,,-25.49760999524284,-24.666838509514353
1772828850,672.12,-627336,-626638,-628876,-628876,-2180759,25.30315184911757,22.4464092654621,,,,0,,-25.706083394888207,-26.123030194178938
1772828860,672.13,-628876,-628876,-631763,-631698,-2176049,25.07930383297729,22.97298817896514,,,,0,,-26.166958652531793,-27.088709167818966
1772828870,672.01,-631698,-631357,-640611,-638584,-2188301,22.19028140333981,22.816446823840074,,,22.19028140333981,0,,-27.392504103630532,-29.84359500582801
1772828880,672.2,-638584,-638584,-645249,-644686,-2175569,33.901853465525534,25.033528152177166,,33.901853465525534,,0,,-27.186853554054387,-26.7755524549021
1772828890,672.34,-644686,-640236,-649129,-642525,-2158650,47.10024577907774,29.44687167755728,,,,0,,-25.870646174357553,-23.238231414963884
1772828900,672.31,-642525,-636425,-642855,-640394,-2171293,57.57769994743156,35.073037331532134,,,,0,,-23.723999534962665,-19.43070625617289
1772828910,672.29,-640394,-637041,-640834,-637915,-2176400,61.05881006617735,40.270191878461176,,,,0,,-22.623595779184697,-20.422788267628764
1772828920,672.33,-637915,-637512,-639084,-637512,-2171211,61.46091641327487,44.508336785423914,,,,0,,-21.995872678546927,-20.740426477271384
1772828930,672.28,-637512,-634073,-637512,-637248,-2179765,63.92788695732616,48.39224681980436,,,,0,,-20.928687478383498,-18.79431707805664
1772828940,672.3,-637248,-636452,-640146,-640085,-2169180,57.385213336402124,50.19084012312391,,,,0,,-20.974144683600812,-21.06505909403544
1772828950,672.21,-640085,-639924,-645714,-645253,-2177014,51.65545387742548,50.483762873984226,,,,0,,-21.474882805094428,-22.476359048081658
1772828960,672.31,-645253,-645253,-650252,-648466,-2166269,53.02676615752977,50.99236353069333,,,,0,,-20.670381741205535,-19.061379613427754
1772828970,672.19,-648466,-648466,-650078,-649686,-2169745,54.28770737312225,51.65143229917911,,,,0,,-20.089991863158623,-18.9292121070648
1772828980,672.24,-649686,-646491,-652691,-647647,-2156914,47.98961340947016,50.91906852123732,,,47.98961340947016,0,,-19.699828604976904,-18.919502088613463
1772828990,672.23,-647647,-647647,-650781,-650781,-2165160,52.98214632229497,51.33168408144885,,52.98214632229497,,0,,-18.719705562142295,-16.75945947647308
1772829000,672.17,-650781,-650781,-660569,-655409,-2191714,45.45164489529356,50.155676244217794,,,45.45164489529356,0,,-18.63116577900065,-18.454086212717364
1772829010,672.3,-655409,-654438,-659403,-655242,-2180333,53.15835729824844,50.75621245502392,,53.15835729824844,,0,,-17.31316678772264,-14.677168805166621
1772829020,672.48,-655242,-647459,-655242,-648580,-2168851,52.77346726765364,51.159663417549865,,,,0,,-15.591663953991553,-12.148658286529377
1772829030,672.39,-648580,-646507,-651630,-651630,-2182651,51.7819538172201,51.28412149748391,,,,0,,-13.673865980615073,-9.838270033862111
1772829040,672.46,-651630,-646049,-651630,-650009,-2170434,51.64375970387204,51.356049138761534,,,,0,,-11.547645677650682,-7.2952050717219015
1772829050,672.38,-650009,-649435,-654374,-654374,-2180247,50.05162605692819,51.09516452239487,,,50.05162605692819,0,,-10.596665524904306,-8.694705219411558
1772829060,672.24,-654374,-654204,-658712,-658462,-2189009,48.907238683605165,50.65757935463693,,,,0,,-10.459864285643588,-10.186261807122154
1772829070,672.17,-658462,-658381,-661113,-658932,-2195091,44.13205111545212,49.35247370679997,,,,0,,-10.755091969569508,-11.345547337421346
1772829080,672.005,-658932,-658135,-664701,-664701,-2203440,44.783945948572935,48.43876815515456,,,,0,,-11.487468968195166,-12.952222965446484
1772829090,672.11,-664701,-662688,-664701,-663145,-2200858,48.15566910686749,48.38214834549715,,,,0,,-11.738546496627556,-12.240701553492334
1772829100,672.08,-663145,-662481,-663156,-662481,-2201784,43.74799223523163,47.45531712344405,,,,0,,-11.941241098591897,-12.346630302520577
1772829110,672.07,-662481,-662290,-664010,-664010,-2204217,45.880602535733445,47.14037420590193,,,,0,,-11.99713283552986,-12.108916309405785
1772829120,671.96,-664010,-663301,-670502,-670502,-2216827,45.95665503527222,46.90363037177599,,,,0,,-12.679364981611807,-14.043829273775701
1772829130,671.99,-670502,-670315,-672023,-671673,-2214000,41.52363228251146,45.82763075392308,,,,0,,-12.80109403564774,-13.044552143719606
1772829140,671.92,-671673,-670864,-674974,-674544,-2223167,52.19903991119773,47.10191258537801,,52.19903991119773,,0,,-12.50140632964475,-11.902030917638772
1772829150,671.94,-674544,-674544,-677074,-675733,-2214758,42.400018871999706,46.16153384270235,,,42.400018871999706,0,,-12.355602984079676,-12.063996292949527
1772829160,671.95,-675733,-675477,-677214,-676343,-2210038,38.23241678402905,44.57571043096769,,,,0,,-11.74248778035441,-10.516257372903876
1772829170,671.93,-676343,-675458,-676483,-676437,-2212436,26.733257301265823,41.00721980502732,,,,0,,-11.170657716504328,-10.026997588804166
1772829180,672.05,-676437,-675486,-677496,-675486,-2207399,19.707271275357627,36.74723009909338,,,,0,,-10.024043303821701,-7.730814478456446
1772829190,671.89,-675486,-675486,-679396,-677311,-2214628,20.412806473608825,33.48034537399647,,,,0,,-10.043660173975098,-10.082893914281891
1772829200,671.85,-677311,-674875,-677608,-675521,-2219352,21.620688520746526,31.108414003346482,,,,0,,-10.83131617934536,-12.406628190085879
1772829210,671.73,-675521,-674820,-677504,-677404,-2223407,22.282651546015188,29.343261511880222,,,,0,,-12.11582671126715,-14.684847775110732
1772829220,671.84,-677404,-677050,-677643,-677324,-2221593,27.75431906658541,29.02547302282126,,,,0,,-13.377242059497936,-15.900072755959508
1772829230,671.99,-677324,-673830,-677324,-674583,-2216824,30.30418411252178,29.281215240761362,,30.30418411252178,,0,,-13.552042026464555,-13.901641960397795
1772829240,671.96,-674583,-671556,-674823,-671607,-2220572,28.98398937468194,29.221770067545478,,,28.98398937468194,0,,-13.396612884453369,-13.085754600430993
1772829250,672.07,-671607,-668170,-671607,-670493,-2213722,33.5182382672908,30.081063707494543,,33.5182382672908,,0,,-12.723150216067223,-11.376224879294934
1772829260,672.12,-670493,-669434,-671020,-669434,-2207833,46.553837340191635,33.37561843403396,,,,0,,-11.455300831836514,-8.919602063375093
1772829270,672.01,-669434,-668816,-670533,-670533,-2211508,45.93004799421477,35.88650434607012,,,,0,,-10.550947577546893,-8.742241068967651
1772829280,672.14,-670533,-669941,-671507,-670386,-2206727,49.72690847287388,38.654585171430874,,,,0,,-9.325332446194514,-6.874102183489754
1772829290,671.95,-670386,-670386,-673111,-672322,-2212437,51.77835266470835,41.27933867008637,,,,0,,-8.948630909993195,-8.19522783759056
1772829300,671.69,-672322,-671781,-684116,-684116,-2225953,39.280815002788415,40.879633936626774,,,39.280815002788415,0,,-9.319457223290867,-10.061109849886211
1772829310,671.6,-684116,-683823,-685665,-684993,-2229242,38.8154628234404,40.4667997139895,,,,0,,-10.013268263586587,-11.40089034417803
1772829320,671.68,-684993,-684584,-686132,-685109,-2225712,37.560421129499645,39.88552399709153,,,,0,,-10.778307610596476,-12.308386304616256
1772829330,671.56,-685109,-684808,-685367,-684808,-2226971,40.87764167349392,40.08394753237201,,40.87764167349392,,0,,-11.784454555960357,-13.79674844668812
1772829340,671.74,-684808,-682981,-684932,-682981,-2224564,46.01388602729388,41.269935231356385,,,,0,,-12.901132594832987,-15.134488672578248
1772829350,671.74,-682981,-682600,-683640,-682865,-2224564,51.21234527254804,43.25841723959471,,,,0,,-14.052131538858418,-16.35412942690928
1772829360,671.93,-682865,-680192,-683075,-680392,-2220471,52.89153060864188,45.18503991340415,,,,0,,-14.1481115118987,-14.340071457979263
1772829370,671.65,-680392,-680392,-685604,-685604,-2227325,44.2955245165462,45.00713683403256,,,44.2955245165462,0,,-14.841636905089395,-16.228687691470785
1772829380,671.52,-685604,-685604,-688568,-686835,-2232382,43.46443453004681,44.69859637323541,,,,0,,-15.58562615333912,-17.073604649838572
1772829390,671.5,-686835,-683231,-687453,-684311,-2239916,33.296766607203196,42.41823042002897,,,,0,,-16.65651976952856,-18.798307001907446
1772829400,671.51,-684311,-684311,-691324,-691162,-2232581,24.41510336400482,38.81760500882414,,,,0,,-16.74992493400842,-16.93673526296814
1772829410,671.35,-691162,-691023,-692029,-691605,-2234450,25.046526323014135,36.06338927166214,,,,0,,-16.74027861718549,-16.72098598353963
1772829420,671.3,-691605,-690196,-693377,-693377,-2239744,18.07510936307193,32.4657332899441,,,,0,,-17.070086536334603,-17.729702374632836
1772829430,671.51,-693377,-690208,-694113,-690208,-2232801,27.448365909819103,31.462259813919097,,,,0,,-16.57544638199484,-15.586166073315313
1772829440,671.54,-690208,-690048,-691849,-691849,-2227238,39.60455071493314,33.0907179941219,,39.60455071493314,,0,,-15.607539763938934,-13.671726527827124
1772829450,671.7,-691849,-687749,-691849,-687749,-2220406,47.67514029359324,36.00760245401617,,,,0,,-14.879560662038429,-13.42360245823742
1772829460,671.94,-687749,-676122,-687749,-676897,-2204724,55.68476687712393,39.94303533863772,,,,0,,-13.809354154723769,-11.668941140094446
1772829470,671.77,-676897,-676897,-679423,-679368,-2209601,53.25761960824659,42.60595219255949,,,,0,,-13.845813065397316,-13.91873088674441
1772829480,671.8,-679368,-678126,-679368,-679092,-2206461,49.91782919814327,44.068327593676244,,,,0,,-14.366989000075618,-15.40934086943222
1772829490,671.61,-679092,-678996,-686238,-686238,-2213799,44.243609626498106,44.10338400024062,,,,0,,-15.193270304537629,-16.84583291346165
1772829500,671.54,-686238,-685903,-686797,-686797,-2216110,40.42810939408586,43.36832907900966,,,40.42810939408586,0,,-15.88224511086556,-17.260194723521423
1772829510,671.42,-686797,-686377,-687356,-687356,-2217711,43.038633856082065,43.30239003442414,,,,0,,-16.243156477605186,-16.96497921108444
1772829520,671.3,-687356,-687056,-688214,-687949,-2220036,44.53393517959928,43.54869906345917,,44.53393517959928,,0,,-16.759676904555477,-17.79271775845606
1772829530,671.37,-687949,-685970,-687949,-686588,-2215999,51.97654665140505,45.23426858104835,,,,0,,-17.284169871857053,-18.333155806460205
1772829540,671.65,-686588,-684943,-686588,-685219,-2210924,60.54972948119416,48.29736076107751,,,,0,,-17.453360777996576,-17.79174259027562
1772829550,671.8,-685219,-682615,-685219,-683822,-2202471,66.1706804066842,51.87202469019885,,,,0,,-16.79177978156867,-15.46861778871286
1772829560,672.08,-683822,-682634,-686010,-682784,-2196757,72.9738304649135,56.09238584514178,,,,0,,-15.729674738870902,-13.60546465347536
1772829570,672.27,-682784,-678467,-683295,-678999,-2186238,74.13501344480191,59.70091136507381,,,,0,,-13.86803087091933,-10.144743135016187
1772829580,672.27,-678999,-678999,-683995,-683670,-2186238,75.20974646518289,62.802678385095625,,,,0,,-12.261761827535283,-9.04922374076719
1772829590,672.22,-683670,-683525,-684599,-683525,-2188885,70.7643950768345,64.3950217234434,,,,0,,-11.188015997046325,-9.04052433606841
1772829600,671.84,-683525,-681239,-689998,-689895,-2201029,54.15580817355383,62.34717901346549,,,54.15580817355383,0,,-11.140520837179439,-11.045530517445666
1772829610,672.03,-689895,-688315,-690087,-688441,-2198053,55.48447974912807,60.97463916059801,,,,0,,-11.226367448013397,-11.39806066968131
1772829620,672.27,-688441,-680158,-689904,-683494,-2183296,64.81822050534771,61.74335542954795,,64.81822050534771,,0,,-10.443522564965745,-8.87783279887044
1772829630,672.92,-683494,-654745,-683991,-655882,-2152416,78.69398234630188,65.13348081289874,,,,0,,-8.947345662923498,-5.954991858839003
1772829640,673.24,-655882,-652132,-668548,-664979,-2128681,83.8263594151807,68.87205653335513,,,,0,,-7.149942938924228,-3.5551374909256874
1772829650,673.11,-664979,-663887,-669104,-668155,-2144837,86.48866740624462,72.39537870793303,,,,0,,-5.134272470762198,-1.1029315344381383
1772829660,672.92,-668155,-668103,-671769,-671086,-2150316,84.68666310589568,74.85363558752556,,,,0,,-4.023755983441151,-1.8027230087990571
1772829670,672.83,-671086,-670618,-672246,-670618,-2153686,82.38835716697221,76.36057990341489,,,,0,,-3.4390086606843426,-2.2695140151707256
1772829680,672.94,-670618,-669902,-672824,-672824,-2144718,82.83215870194454,77.65489566312081,,,,0,,-2.47894784666075,-0.5588262186135654
1772829690,672.88,-672824,-672217,-673024,-672778,-2147352,80.39691495220657,78.20329952093796,,,,0,,-1.7802183007520593,-0.38275920893467724
1772829700,672.84,-672778,-672778,-676846,-676472,-2153300,76.44588752588005,77.85181712192637,,,76.44588752588005,0,,-1.4243326073645093,-0.7125612205894092
1772829710,673.12,-676472,-676093,-677127,-676474,-2151034,75.07013001267694,77.29547970007648,,,,0,,-1.0698437509456271,-0.36086603810786255
1772829720,673.06,-676474,-676474,-677602,-677599,-2153495,73.82677510803865,76.60173878166891,,,,0,,-0.7954878292517309,-0.24677598586393823
1772829730,673.1,-677599,-674999,-677911,-676553,-2148717,76.17298021595393,76.51598706852592,,,,0,,-0.5410157382648063,-0.032071556290957176
1772829740,672.88,-676553,-675325,-676586,-675325,-2152333,81.23765900158762,77.46032145513826,,81.23765900158762,,0,,-0.48096716386994753,-0.36087001508023
1772829750,672.95,-675325,-673945,-675383,-674454,-2148836,83.62633933197256,78.69352503050511,,,,0,,-0.36927976938276275,-0.14590498040839311
1772829760,672.85,-674454,-667674,-676296,-667674,-2161210,73.51246520758633,77.65731306592136,,,73.51246520758633,0,,-0.845371158332726,-1.7975539362326527
1772829770,672.92,-667674,-664674,-668771,-665130,-2154134,67.3556586862207,75.59698218998123,,,,0,,-0.7051083213341021,-0.4245826473368539
1772829780,672.85,-665130,-665130,-668219,-667694,-2158788,54.285942358105835,71.33477422360616,,,,0,,-0.4225201096586232,0.1426563136923347
1772829790,672.83,-667694,-667694,-672028,-672028,-2164422,47.66998969637399,66.60181731815973,,,,0,,-0.34188324581304785,-0.1806095181218971
1772829800,672.9,-672028,-669846,-672028,-670818,-2160462,54.24558844821434,64.13057154417065,,,,0,,-0.19077685505942665,0.11143592644781579
1772829810,672.83,-670818,-670818,-673454,-673102,-2164404,53.81357179982111,62.06717159530074,,,,0,,-0.4475836381466234,-0.9611972043210169
1772829820,672.9,-673102,-672495,-673223,-672776,-2162194,49.01505279671059,59.45674783558271,,,,0,,-0.28800628607855894,0.031148418057569984
1772829830,672.91,-672776,-672654,-673509,-672756,-2159606,49.049855223463574,57.375369313158885,,,,0,,-0.18159527583511376,0.031226744651776665
1772829840,672.71,-672756,-671840,-673121,-672005,-2161893,51.9772417268967,56.295743795906446,,,,0,,-0.13643863521399363,-0.04612535397175334
