time,close,CVD (Apertura),CVD (Máximo,CVD (Mínimo),CVD (Cerrar),OnBalanceVolume,MFI,Signal,Histogram,MFI/Signal Crossover,MFI/Signal Crossunder,Plot,Plot,EMA of vfi,vfi
1772815730,675.59,-510097,-510097,-511898,-511845,-2057196,66.26686149707982,57.65147216672347,,,,0,,13.756539831181955,16.632920168661588
1772815740,675.62,-511845,-511845,-513075,-512799,-2055528,65.91960230591457,59.305098194561694,,,,0,,14.402088457192791,15.693185709214465
1772815750,675.58,-512799,-512020,-512879,-512131,-2056938,69.04329388159309,61.25273733196797,,,,0,,14.842250018956163,15.722573142482906
1772815760,675.55,-512131,-512131,-513143,-512808,-2058777,65.04702322624863,62.011594510824104,,,,0,,14.979052911504752,15.252658696601928
1772815770,675.42,-512808,-512724,-513464,-513289,-2061068,58.80511139502801,61.37029788766488,,,58.80511139502801,0,,15.062157621449549,15.228367041339144
1772815780,675.45,-513289,-513289,-513950,-513950,-2060207,60.2775214351282,61.15174259715754,,,,0,,14.220210455167557,12.536316122603575
1772815790,675.36,-513950,-513870,-514537,-514081,-2061530,59.8705434334559,60.895502764417216,,,,0,,13.41947985062342,11.818018641535144
1772815800,675.379,-514081,-513341,-514141,-513948,-2059783,64.16312216721411,61.54902664497659,,64.16312216721411,,0,,13.368761771035034,13.267325611858261
1772815810,675.55,-513948,-512809,-514240,-513489,-2056850,65.71662316558051,62.38254594909738,,,,0,,13.88371051203988,14.913607994049572
1772815820,675.64,-513489,-513456,-514576,-514176,-2055201,70.925428363197,64.0911224319173,,,,0,,14.153602996350358,14.693387964971315
1772815830,675.67,-514176,-514176,-514991,-514807,-2053948,73.5920983128432,65.99131760810248,,,,0,,13.95638323094018,13.561943700119823
1772815840,675.62,-514807,-514807,-515194,-515194,-2054683,72.21839743507155,67.2367335734963,,,,0,,14.868039759697057,16.691352817210813
1772815850,675.57,-515194,-514987,-515686,-515686,-2055991,60.99836960505562,65.98906077980816,,,60.99836960505562,0,,15.385656946429076,16.420891319893116
1772815860,675.66,-515686,-512688,-516759,-516759,-2048540,63.08035971784797,65.40732056741612,,,,0,,16.570964470910067,18.94157951987205
1772815870,675.66,-516759,-516738,-518372,-518212,-2048540,54.93729138379231,63.31331473069136,,,,0,,16.76607445669719,17.15629442827144
1772815880,675.92,-518212,-511461,-518212,-511561,-2041679,66.66605658822064,63.98386310219722,,66.66605658822064,,0,,17.452452723858407,18.82520925818084
1772815890,675.86,-511561,-511521,-512056,-512056,-2042254,64.10680462435047,64.00845140662787,,,,0,,17.272025072947784,16.911169771126534
1772815900,675.7,-512056,-512056,-512521,-512521,-2042999,66.28037759880701,64.4628366450637,,,,0,,17.663242898691852,18.445678550179988
1772815910,675.72,-512521,-512401,-514446,-514406,-2040674,66.2089772226856,64.81206476058809,,,,0,,17.64864919673799,17.61946179283026
1772815920,675.71,-514406,-514406,-514920,-514801,-2041429,68.77261322373622,65.60417445321771,,,,0,,17.003038637339948,15.711817518543869
1772815930,675.84,-514801,-514682,-514845,-514807,-2041097,72.02087585916188,66.88751473440654,,,,0,,17.036230771755395,17.102615040586294
1772815940,675.81,-514807,-514557,-515848,-515848,-2042638,66.86139211831502,66.88229021118823,,,66.86139211831502,0,,17.646697584559192,18.86763121016678
1772815950,675.76,-515848,-515487,-515848,-515600,-2043406,61.708040407407665,65.84744025043211,,,,0,,18.60799277325631,20.530583150650543
1772815960,675.72,-515600,-515308,-515762,-515308,-2044468,57.1507381363062,64.10809982760694,,,,0,,18.884368098822854,19.437118749955946
1772815970,675.72,-515308,-514623,-515527,-514673,-2044468,61.94147713798177,63.674775289681904,,,,0,,19.59321931560496,21.010921749169164
1772815980,675.73,-514673,-513929,-514673,-514224,-2042717,57.31861492646964,62.40354321703945,,,,0,,19.82580505110206,20.290976522096255
1772815990,675.83,-514224,-514137,-514418,-514318,-2042143,60.7747538671786,62.07778534706728,,,,0,,19.805233066956717,19.76408909866603
1772816000,675.49,-514318,-514318,-519717,-519627,-2048048,36.86566365279773,57.035361008213364,,,,0,,18.98537695656139,17.345664735770733
1772816010,675.44,-519627,-519627,-520555,-519854,-2050235,37.32438462528961,53.093165731628616,,,,0,,18.014799881565136,16.073645731572633
1772816020,675.4,-519854,-519113,-519854,-519627,-2051930,14.617901856201186,45.39811295654313,,,,0,,17.014313013544232,15.013339277502428
1772816030,675.479,-519627,-519499,-520598,-519499,-2049520,23.704206525803713,41.059331670395245,,,,0,,16.436788233739357,15.281738674129612
1772816040,675.279,-519499,-519258,-519979,-519838,-2051081,22.911575233312135,37.42978038297862,,,,0,,15.786298633266593,14.485319432321068
1772816050,675.24,-519838,-518162,-519838,-519576,-2054695,21.76267560530148,34.29635942744319,,,,0,,14.679637510236223,12.466315264175483
1772816060,674.971,-519576,-519504,-523131,-522890,-2059077,16.492667701712747,30.735621082297104,,,,0,,13.124007706469959,10.01274809893743
1772816070,674.89,-522890,-522890,-524393,-523792,-2062699,13.80957649235026,27.350412164307734,,,,0,,11.51475838956609,8.296259755758355
1772816080,674.6,-523792,-523792,-528087,-528007,-2067388,12.595149416383592,24.399359614722904,,,,0,,10.203732891874314,7.58168189649076
1772816090,674.62,-528007,-524949,-528684,-524949,-2061740,11.083567829522536,21.73620125768283,,,,0,,9.125093208233057,6.967813840950547
1772816100,674.45,-524949,-524450,-526459,-526459,-2064856,10.550972982120626,19.49915560257039,,,,0,,7.946481441713956,5.589257908675756
1772816110,674.64,-526459,-524742,-526483,-524742,-2062779,11.707354083404155,17.940795298737143,,,,0,,7.151887257268406,5.562698888377305
1772816120,674.67,-524742,-524409,-525450,-524655,-2059650,18.35693361758571,18.024022962506855,,18.35693361758571,,0,,6.806076355430047,6.1144545517533295
1772816130,674.76,-524655,-523677,-525066,-523677,-2057328,21.43265011105241,18.705748392215966,,,,0,,7.19750608855453,7.9803655548034955
1772816140,674.73,-523677,-523677,-524233,-524143,-2058794,23.70559244634572,19.705717203041917,,,,0,,7.941683659595674,9.430038801677963
1772816150,674.77,-524143,-523983,-524804,-524724,-2057093,28.08975920466814,21.382525603367164,,,,0,,9.225209281145919,11.792260524246409
1772816160,674.52,-524724,-522782,-528729,-528609,-2065806,24.02336719786122,21.910693922265974,,,,0,,9.97042106259336,11.460844625488242
1772816170,674.34,-528609,-528609,-530109,-530109,-2068160,19.068039708890154,21.34216307959081,,,19.068039708890154,0,,10.083752814344654,10.310416317847244
1772816180,674.19,-530109,-529951,-531784,-531784,-2070513,18.76219461191134,20.826169386054918,,,,0,,9.828548287457123,9.31813923368206
1772816190,674.31,-531784,-529867,-531918,-529867,-2067060,25.86546473654846,21.834028456153625,,25.86546473654846,,0,,8.790376265389932,6.714032221255552
1772816200,674.26,-529867,-529166,-530087,-529166,-2068941,27.25816919566894,22.91885660405669,,,,0,,7.215012636986396,4.064285380179322
1772816210,674.48,-529166,-529014,-530081,-529317,-2066298,33.64740949065454,25.06456718137626,,,,0,,5.666284966189733,2.568829624596406
1772816220,674.52,-529317,-529317,-529917,-529592,-2064743,39.80104291710721,28.011862328522447,,,,0,,4.468990906362701,2.074402786708638
1772816230,674.831,-529592,-528958,-529667,-529260,-2063109,48.21879477528401,32.05324881787476,,,,0,,3.918072740750132,2.8162364095249934
1772816240,675,-529260,-528998,-529465,-528998,-2062177,53.70133923981308,36.38286690226242,,,,0,,3.4821108867201844,2.610187178660289
1772816250,674.97,-528998,-528998,-529569,-529522,-2063101,52.179471862652086,39.54218789434035,,,,0,,3.4677144739120456,3.4389216482957674
1772816260,675.27,-529522,-526646,-529522,-526646,-2059031,53.43375184184382,42.32050068384105,,,,0,,3.427483191418773,3.347020626432227
1772816270,675.29,-526646,-525407,-529150,-529149,-2053704,57.027271274207926,45.261854801914424,,,,0,,3.996389172581308,5.1342011349063785
1772816280,674.8,-529149,-529149,-534885,-534885,-2061126,49.470073543865844,46.10349855030471,,,,0,,3.948132325405346,3.8516186310534217
1772816290,675.12,-534885,-533685,-534885,-534352,-2059259,49.656764170781926,46.81415167440015,,,,0,,4.169393034969532,4.611914454097903
1772816300,675.23,-534352,-533704,-534352,-533704,-2058505,62.31557502980703,49.914436345481526,,,,0,,4.567047256456427,5.3623556994302195
1772816310,675.34,-533704,-533704,-534017,-533875,-2057654,67.3256960217297,53.39668828073116,,,,0,,4.6373290946169385,4.777892770937962
1772816320,675.26,-533875,-533608,-533897,-533819,-2058216,70.88032897974409,56.89341642053375,,,,0,,3.6897410827815005,1.7945650591106235
1772816330,675.28,-533819,-533819,-534539,-534368,-2056877,68.9459350066888,59.303920137764756,,,,0,,2.123858223774861,-1.007907494238419
1772816340,675.18,-534368,-534368,-534844,-534804,-2058033,70.55113556589986,61.55336322339178,,,,0,,1.2322490457770456,-0.5509693102185852
1772816350,675.1,-534804,-534685,-535229,-535058,-2059029,65.51421649228593,62.34553387717061,,,,0,,0.2982814206294354,-1.5696538296657851
1772816360,675.17,-535058,-534953,-535707,-535707,-2057756,65.1820249846858,62.91283209867365,,,,0,,0.2820705336415055,0.24964875966564581
1772816370,675.07,-535707,-535647,-536276,-535864,-2059197,59.96722554885007,62.32371078870893,,,59.96722554885007,0,,-0.07860275914392062,-0.7999493447147729
1772816380,674.95,-535864,-535864,-537088,-537088,-2060543,55.94381690452641,61.04773201187243,,,,0,,-0.8394093380672505,-2.3610224959139106
1772816390,674.97,-537088,-536791,-537732,-537732,-2058845,51.43677854290829,59.1255413180796,,,,0,,-1.1680351913480944,-1.8252868979097823
1772816400,674.73,-537732,-536139,-538449,-538449,-2063498,37.19772596312612,54.7399782470889,,,,0,,-2.3201719649922223,-4.624445512280478
1772816410,674.69,-538449,-538171,-538981,-538880,-2065589,22.170741934109103,48.22613098449294,,,,0,,-4.353149559125075,-8.419104747390781
1772816420,674.72,-538880,-538880,-539531,-539531,-2064342,34.46541822281927,45.47398843215821,,,,0,,-5.349651259388355,-7.342654659914913
1772816430,674.76,-539531,-539491,-540465,-540465,-2062806,33.42779756438105,43.06475025860278,,,,0,,-5.520945514601832,-5.863534025028786
1772816440,674.7,-540465,-540465,-540723,-540663,-2063448,29.98742922977904,40.44928605283803,,,,0,,-5.971759192705627,-6.873386548913218
1772816450,674.77,-540663,-540583,-541229,-540961,-2062454,30.46208732545503,38.451846307361436,,,,0,,-6.156738694237129,-6.526697697300132
1772816460,674.67,-540961,-540842,-541261,-540842,-2063715,29.48063007669532,36.657603061228215,,,,0,,-6.484571250909815,-7.140236364255185
1772816470,674.71,-540842,-540414,-541071,-541071,-2062262,29.84629930254853,35.29534230949228,,,,0,,-6.546262224255217,-6.669644170946021
1772816480,674.87,-541071,-540320,-541220,-540522,-2060687,36.37661554638981,35.511596956871784,,36.37661554638981,,0,,-6.519985744347123,-6.467432784530934
1772816490,674.9,-540522,-540522,-541196,-541196,-2059499,41.36968846800222,36.68321525909787,,,,0,,-6.312563395181058,-5.897718696848927
1772816500,674.93,-541196,-539843,-541487,-540003,-2057204,43.92740498850335,38.132053204978966,,,,0,,-5.400143810879184,-3.5753046422754373
1772816510,674.92,-540003,-540003,-540591,-540541,-2057966,45.239846489256344,39.55361186183444,,,,0,,-3.991417670038633,-1.17396538835753
1772816520,675.01,-540541,-539552,-540708,-539552,-2056211,52.023031292640866,42.047495747995725,,,,0,,-2.7682683697736117,-0.32196976924356874
1772816530,674.77,-539552,-539552,-540424,-540424,-2057083,53.94888724717746,44.427774047832074,,,,0,,-2.377898083591763,-1.5971575112280652
1772816540,674.86,-540424,-539603,-540424,-539851,-2055934,70.09872220389296,49.561963679044254,,,,0,,-2.2694074602884013,-2.0524262136816787
1772816550,674.97,-539851,-539660,-540150,-540051,-2054714,80.29605747889863,55.70878243901513,,,,0,,-1.9940931064461367,-1.4434643987616074
1772816560,674.77,-540051,-540051,-540964,-540964,-2056901,69.698807058053,58.506787362822706,,,,0,,-2.288051552332948,-2.8759684441065714
1772816570,674.67,-540964,-540823,-542754,-542634,-2059247,59.037339484620816,58.61289778718233,,,,0,,-2.5932314230288664,-3.2035911644207027
1772816580,674.63,-542634,-542024,-543524,-543300,-2062621,51.8489868599099,57.26011560172784,,,51.8489868599099,0,,-3.3480710011219026,-4.857750157307976
1772816590,674.9,-543300,-542393,-543300,-543043,-2060588,53.98090741522517,56.60427396442731,,,,0,,-3.204511490165743,-2.917392468253425
1772816600,674.759,-543043,-543043,-543647,-543647,-2061634,54.47950642185609,56.179320455913064,,,,0,,-3.0380061277398505,-2.7049954028880654
1772816610,674.93,-543647,-543475,-543783,-543783,-2060792,53.25165268867218,55.593786902464885,,,,0,,-3.0180915066243137,-2.9782622643932397
1772816620,675.4,-543783,-539568,-543783,-539568,-2055809,59.3718088957382,56.349391301119546,,59.3718088957382,,0,,-2.4812794286073476,-1.4076552725734153
1772816630,675.46,-539568,-537697,-539911,-537697,-2053132,61.57127300756799,57.39376764240924,,,,0,,-1.6166227144618568,0.11269071382912478
1772816640,675.59,-537697,-534778,-537697,-534778,-2050007,62.69909916038646,58.45483394600468,,,,0,,-0.538718244691986,1.617090694847756
1772816650,675.62,-534778,-532601,-535169,-535169,-2045262,69.6504768153683,60.6939625198774,,,,0,,0.7246262739432294,3.2513153112136606
1772816660,675.68,-535169,-533990,-535209,-534131,-2043860,64.93268393376229,61.54170680265438,,,,0,,1.3757518499335182,2.678003001914096
1772816670,675.4,-534131,-534062,-538293,-538293,-2048160,58.6456221245203,60.962489867027564,,,58.6456221245203,0,,1.024832745999511,0.32299453813149664
1772816680,675.32,-538293,-538293,-540173,-539997,-2051428,52.275577541245816,59.22510740187121,,,,0,,0.14763310465031587,-1.6067661780480746
1772816690,675.26,-539997,-539824,-540057,-539824,-2052281,49.51088022131617,57.282261965760206,,,,0,,-0.46856883985045517,-1.7009727288519974
1772816700,675.12,-539824,-539414,-540525,-540124,-2054923,48.9108595433223,55.607981481272624,,,,0,,-1.3482613774063,-3.1076464525179897
1772816710,674.91,-540124,-540124,-544686,-544529,-2061378,44.09782671513857,53.30595052804581,,,,0,,-2.797415173330611,-5.695722765179234
1772816720,675.11,-544529,-543964,-544529,-544522,-2059999,49.77601509274397,52.59996344098544,,,,0,,-3.5174576472119887,-4.957542594974744
1772816730,675.12,-544522,-544313,-544642,-544574,-2059353,47.9619320159652,51.672357155981395,,,,0,,-4.18927329124119,-5.532904579299594
1772816740,675.12,-544574,-544234,-544746,-544746,-2059353,48.0038114210897,50.93864800900305,,,,0,,-4.415718301683123,-4.868608322566987
1772816750,675.04,-544746,-544646,-546081,-545731,-2061278,44.54991197091059,49.660900801384564,,,,0,,-4.662462355318785,-5.155950462590109
1772816760,675.01,-545731,-545605,-548731,-548659,-2065256,32.74380667742291,46.277481976592235,,,,0,,-5.230975522791748,-6.3680018577376725
1772816770,674.83,-548659,-548618,-550998,-550998,-2069071,25.032482799529333,42.02848214117965,,,,0,,-5.929454434103386,-7.3264122567266625
1772816780,674.71,-550998,-550910,-551732,-551391,-2071042,17.642817645156526,37.151349241975026,,,,0,,-6.6671260344247285,-8.142469235067413
1772816790,674.56,-551391,-551391,-556643,-554986,-2077993,4.988648914169644,30.71880917641395,,,,0,,-7.7169936583647605,-9.816728906244824
1772816800,674.19,-554986,-554865,-561828,-561828,-2085157,4.369445764307386,25.448936493992637,,,,0,,-9.613512372972286,-13.406549802187337
1772816810,674.17,-561828,-561828,-563121,-562751,-2088538,4.458545966069778,21.250858388408066,,,,0,,-11.417165345681031,-15.024471291098523
1772816820,674.11,-562751,-562176,-562792,-562336,-2090037,4.639601561501522,17.928607023026757,,,,0,,-12.948436061761825,-16.010977493923413
1772816830,674,-562336,-562336,-564720,-564720,-2093901,4.340767307156071,15.21103907985262,,,,0,,-14.782328383113184,-18.450113025815902
1772816840,673.98,-564720,-563376,-564720,-563416,-2096161,4.376984985385732,13.044228260959242,,,,0,,-16.49339677443542,-19.9155335570799
1772816850,674.19,-563416,-562293,-563416,-562564,-2094239,9.451560897991612,12.325694788365716,,,,0,,-17.701578027539693,-20.117940533748236
1772816860,674.1,-562564,-561815,-562765,-561815,-2096474,11.264991271100413,12.113554084912655,,,,0,,-18.808262018771938,-21.02163000123643
1772816870,674.02,-561815,-561721,-562495,-561781,-2098544,9.433136693490681,11.57747060662826,,,,0,,-19.83334548860374,-21.88351242826735
1772816880,674.11,-561781,-560578,-561781,-561041,-2096798,13.176045241663772,11.897185533635362,,13.176045241663772,,0,,-20.253272383624257,-21.093126173665294
1772816890,674.03,-561041,-560002,-561361,-560270,-2099095,13.06840352398757,12.131429131705804,,,,0,,-21.251404136662327,-23.247667642738467
1772816900,674.15,-560270,-560258,-560758,-560758,-2098499,15.554254053855644,12.815994116135773,,,,0,,-21.635712641031283,-22.4043296497692
1772816910,674.08,-560758,-560758,-561170,-561170,-2099207,16.805660738993097,13.613927440707238,,,,0,,-21.891767900241145,-22.403878418660867
1772816920,673.99,-561170,-560989,-561555,-561497,-2100294,17.199705289002424,14.331083010366275,,,,0,,-22.27926373081639,-23.054255391966876
1772816930,673.75,-561497,-561474,-563807,-563587,-2102984,19.389321820853553,15.34273077246373,,,,0,,-23.187300609815715,-25.00337436781437
1772816940,673.82,-563587,-563587,-565426,-564458,-2099953,22.119074529403207,16.697999523851625,,,,0,,-23.958978249592658,-25.502333529146547
1772816950,673.79,-564458,-564053,-564719,-564053,-2101176,28.363585871290738,19.031116793339447,,,,0,,-24.113712197097264,-24.423180092106477
1772816960,673.83,-564053,-563653,-564864,-564804,-2099261,34.86336659048898,22.197566752769355,,,,0,,-23.757135977355432,-23.043983537871767
1772816970,673.94,-564804,-564346,-565056,-564508,-2098083,43.33575388164094,26.425204178543673,,,,0,,-23.528610218633613,-23.07155870118997
1772816980,674.02,-564508,-563525,-564589,-563879,-2096504,51.055564537890106,31.35127625041296,,,,0,,-22.87767649514803,-21.575809048176865
1772816990,673.99,-563879,-563745,-565433,-565433,-2098566,51.3355337068903,35.348127741708424,,,,0,,-21.805420277652782,-19.66090784266229
1772817000,674.34,-565433,-563427,-565433,-563427,-2096352,51.294146278749466,38.537331449116635,,,,0,,-21.13669433060199,-19.799242436500407
1772817010,674.07,-563427,-563294,-564502,-564502,-2098269,51.617424393404264,41.153350037974164,,,,0,,-21.796207309741167,-23.115233268019516
1772817020,674.31,-564502,-562519,-564502,-562519,-2096286,52.086579709228964,43.339995972225125,,,,0,,-22.942319728804566,-25.23454456693137
1772817030,674.17,-562519,-562519,-563070,-562809,-2097500,54.49712637048382,45.571422051876866,,,,0,,-24.29523964844574,-27.001079487728084
1772817040,674.24,-562809,-562809,-563112,-562952,-2096817,54.66585229473585,47.390308100448664,,,,0,,-25.223492517979064,-27.079998257045713
1772817050,674.1,-562952,-562952,-563347,-563347,-2097572,54.55651803156329,48.82355008667159,,,,0,,-25.982252679205406,-27.499773001658085
1772817060,674.07,-563347,-563160,-563421,-563421,-2098220,55.59352092973988,50.17754425528525,,,,0,,-26.334384434612687,-27.03864794542725
1772817070,674.06,-563421,-563421,-564551,-564511,-2099462,59.31068692694007,52.00417278961621,,,,0,,-26.451640474757955,-26.686152555048494
1772817080,674.05,-564511,-564054,-564511,-564283,-2100388,70.43586806209181,55.690511844111334,,,,0,,-26.42522993361758,-26.372408851336825
1772817090,674.03,-564283,-563761,-564283,-563761,-2101390,64.91172354235698,57.53475418376046,,,,0,,-26.35845490510493,-26.224904848079632
1772817100,674.2,-563761,-563004,-563761,-563004,-2100367,63.214633851555384,58.670730117319444,,,,0,,-26.430112484412696,-26.57342764302822
1772817110,674.06,-563004,-562954,-563486,-563486,-2100949,58.721513963411006,58.680886886537756,,,,0,,-27.018730452938716,-28.195966389990755
1772817120,674.06,-563486,-563486,-565100,-564690,-2100949,47.499538239773365,56.44461715718488,,,47.499538239773365,0,,-28.099829637898438,-30.262028007817886
1772817130,674.15,-564690,-562998,-564701,-562998,-2099235,46.50586945609816,54.456867616967536,,,,0,,-28.537862302578844,-29.413927631939654
1772817140,674.1,-562998,-562430,-563018,-562530,-2099985,39.1743915853293,51.40037241063989,,,,0,,-28.923347980388492,-29.694319336007787
1772817150,673.95,-562530,-562485,-562850,-562485,-2101274,40.75942274803836,49.27218247811958,,,,0,,-29.17701520421909,-29.68434965188028
1772817160,673.97,-562485,-562211,-563501,-563501,-2099620,28.594408309930813,45.13662764448183,,,,0,,-30.174679618503585,-32.170008447072576
1772817170,674.01,-563501,-563045,-563746,-563676,-2098253,37.2132073915632,43.5519435938981,,,,0,,-30.46884586088178,-31.05717834563816
1772817180,674.27,-563676,-562552,-563867,-562750,-2096043,42.8936157445521,43.4202780240289,,,,0,,-31.238704238465,-32.77842099363144
1772817190,674.3,-562750,-562654,-562922,-562779,-2095046,48.11146686057468,44.35851579133806,,48.11146686057468,,0,,-31.779058383137798,-32.85976667248339
1772817200,674.25,-562779,-562779,-563122,-562992,-2095795,52.178961288839986,45.92260489083844,,,,0,,-32.008064744464434,-32.4660774671177
1772817210,674.12,-562992,-562852,-564038,-563877,-2097462,50.921485481482215,46.9223810089672,,,,0,,-32.059194860441906,-32.16145509239685
1772817220,674.13,-563877,-563597,-564393,-564393,-2096114,44.60764524058002,46.45943385528977,,,44.60764524058002,0,,-32.32661462584219,-32.861454156642765
1772817230,674.05,-564393,-564211,-564842,-564309,-2097562,43.533026642820644,45.874152412795944,,,,0,,-32.75612405185706,-33.6151429038868
1772817240,674.04,-564309,-564269,-565602,-565581,-2099036,37.104251232029796,44.12017217664271,,,,0,,-33.22443820609608,-34.16106651457413
1772817250,673.94,-565581,-565581,-567495,-567205,-2101870,33.16724514800292,41.92958677091475,,,,0,,-33.85657733165103,-35.12085558276094
1772817260,673.74,-567205,-567205,-569176,-569176,-2103841,33.96353158273509,40.33637573327882,,,,0,,-34.33148335420167,-35.28129539930296
1772817270,673.79,-569176,-568501,-569525,-568547,-2102182,25.76096122293032,37.42129283120912,,,,0,,-34.86267882865229,-35.925069777553524
1772817280,673.76,-568547,-568136,-570327,-570207,-2104944,34.51012004671128,36.83905827430955,,,,0,,-34.7913070351033,-34.64856344800531
1772817290,673.96,-570207,-569185,-570207,-569185,-2103922,39.31990682122029,37.3352279836917,,39.31990682122029,,0,,-34.63515162973769,-34.322840819006466
1772817300,673.97,-569185,-568354,-569466,-568394,-2102203,46.6106369123463,39.19030976942262,,,,0,,-33.43682086891483,-31.040159347269107
1772817310,674.05,-568394,-568394,-569729,-569206,-2099465,49.586468632044436,41.269541541946985,,,,0,,-32.03602328999471,-29.234428132154477
1772817320,673.91,-569206,-569206,-570226,-570196,-2100515,42.610360938095994,41.53770542117679,,,,0,,-30.984488404188266,-28.881418632575375
1772817330,674,-570196,-568576,-570196,-569274,-2097285,47.60182580966748,42.750529498874926,,,,0,,-29.810013607558936,-27.46106401430028
1772817340,673.99,-569274,-569274,-569632,-569427,-2098244,44.32077863388575,43.06457932587709,,,,0,,-28.908468669002495,-27.10537879188961
1772817350,673.92,-569427,-569225,-570853,-570853,-2100074,44.044192260104765,43.260501912722624,,,,0,,-27.77277342273005,-25.501382930185166
1772817360,673.68,-570853,-570709,-572828,-572828,-2102353,42.52550323212212,43.11350217660252,,,42.52550323212212,0,,-26.745255474226298,-24.69021957721879
1772817370,673.46,-572828,-572828,-581985,-581985,-2112648,32.02874165587954,40.89655007245793,,,,0,,-26.39277894839476,-25.687825896731685
1772817380,673.61,-581985,-579610,-581985,-579650,-2107777,41.67253442779754,41.05174694352585,,41.67253442779754,,0,,-24.50674876877253,-20.73468840952806
1772817390,673.8,-579650,-578810,-579813,-578810,-2106151,47.275493587112045,42.29649627224309,,,,0,,-22.14171780984806,-17.41165589199913
1772817400,673.71,-578810,-578730,-579285,-579285,-2107256,51.35278346777638,44.10775371134975,,,,0,,-20.16853861064122,-16.222180212227546
1772817410,673.77,-579285,-577502,-579285,-577502,-2105253,50.881620766027694,45.46252712228534,,,,0,,-18.891968586945545,-16.338828539554196
1772817420,673.81,-577502,-576890,-578878,-578878,-2102355,51.05928929927674,46.58187955768362,,,,0,,-18.078165280367184,-16.450558667210466
1772817430,673.85,-578878,-578286,-578888,-578746,-2101203,51.227737667615614,47.51105117967002,,,,0,,-17.72164826699608,-17.008614240253873
1772817440,674.03,-578746,-577432,-578746,-577432,-2099849,50.751382850714286,48.159117513878876,,,,0,,-17.296905976163938,-16.447421394499656
1772817450,673.76,-577432,-577432,-578814,-578814,-2101393,44.859137665149724,47.49912154413305,,,44.859137665149724,0,,-17.521620584788042,-17.97104980203625
1772817460,673.86,-578814,-578273,-578913,-578375,-2100508,45.06483958314149,47.012265151934734,,,,0,,-16.911101306848042,-15.690062750968044
1772817470,673.82,-578375,-578375,-579017,-578909,-2101300,41.075791325867414,45.82497038672127,,,,0,,-16.277998239081537,-15.011792103548526
1772817480,674.07,-578909,-576651,-579129,-576951,-2098102,47.436723890130814,46.14732108740318,,47.436723890130814,,0,,-14.989271325377898,-12.41181749797062
1772817490,674.03,-576951,-576399,-577185,-576995,-2099710,52.25024848582476,47.367906567087495,,,,0,,-13.85847305681832,-11.596876519699169
1772817500,673.94,-576995,-576721,-577621,-577621,-2101964,52.28594416129259,48.351514085928514,,,,0,,-13.496353686591496,-12.772114946137846
1772817510,674,-577621,-577402,-578003,-577447,-2100706,70.07451389971474,52.69611404868576,,,,0,,-13.879991009600818,-14.647265655619462
1772817520,674.02,-577447,-577447,-577749,-577669,-2100204,64.1828240668925,54.993456052327105,,,,0,,-14.332326446749489,-15.236997321046829
1772817530,673.989,-577669,-577629,-578040,-577975,-2100882,62.584444499526874,56.511653741767056,,,,0,,-14.92075250341135,-16.097604616735072
1772817540,674.21,-577975,-577462,-578044,-577618,-2099517,63.0383794802496,57.81699888946356,,,,0,,-15.261494411578681,-15.942978227913345
1772817550,674.11,-577618,-577618,-577951,-577932,-2099949,68.00751459646025,59.8551020308629,,,,0,,-15.63109564054599,-16.370298098480607
1772817560,674.28,-577932,-577932,-578534,-578196,-2098763,65.00154487016638,60.8843905987236,,,,0,,-16.360219588346734,-17.81846748394822
1772817570,674.15,-578196,-576272,-578196,-576654,-2101647,68.04355343762572,62.316223166504024,,,,0,,-17.794293784261388,-20.662442176090693
1772817580,674.32,-576654,-576654,-577088,-576835,-2100928,66.99304904439207,63.25158834208163,,,,0,,-17.87710135810966,-18.0427165058062
1772817590,674.42,-576835,-576230,-577799,-576230,-2098395,76.20958039951587,65.84318675356847,,,,0,,-17.977680234366236,-18.17883798687939
1772817600,674.45,-576230,-575781,-576418,-576224,-2096895,81.1410967855065,68.90276875995607,,,,0,,-17.901059150277955,-17.747816982101398
1772817610,674.42,-576224,-575607,-580377,-580377,-2102632,84.75011775040768,72.0722385580464,,,,0,,-17.144536237229225,-15.631490411131766
1772817620,674.26,-580377,-579977,-580379,-579977,-2103384,79.94460838132117,73.64671252270135,,,,0,,-16.57360978030071,-15.431756866443685
1772817630,674.28,-579977,-579957,-584429,-582612,-2096955,60.59570541026309,71.0365111002137,,,60.59570541026309,0,,-17.022550661839386,-17.92043242491674
1772817640,674.31,-582612,-582574,-582754,-582574,-2096513,66.4229486470467,70.1137986095803,,,,0,,-17.016928962222366,-17.005685562988322
1772817650,674.21,-582574,-582436,-582676,-582676,-2097051,68.28255644064369,69.74755017579298,,,,0,,-16.953173438986013,-16.825662392513305
1772817660,674.11,-582676,-582645,-583393,-583393,-2098202,64.69599414324037,68.73723896928246,,,,0,,-17.320093025830932,-18.053932199520766
1772817670,674.15,-583393,-583213,-584034,-583812,-2096819,60.504648328524354,67.09072084113083,,,,0,,-17.329809772650023,-17.34924326628821
1772817680,674.41,-583812,-583341,-583812,-583440,-2096105,59.531303195078884,65.57883731192044,,,,0,,-16.997695378606636,-16.333466590519865
1772817690,674.36,-583440,-583440,-583852,-583701,-2096708,59.14792418531174,64.2926546865987,,,,0,,-16.88914412422499,-16.672041615461698
